slice_id,stream,detector,mode,region_idx,region_label,onset_sec,width_sec,width_def,n_roi,strength,strength_unit,frame_interval_sec,date,mouse_id,group_id,n_roi_recorded,subject_id,center_sec,n_events,span_sec,core_n_events,core_n_roi,core_first_sec,core_span_sec,amplitude,member_amp_median,member_width_median,peak_coactivity,gap_sec,half_aperture_sec,min_interval_sec
20240708_13,combined,rate,threshold,1,baseline,116.80000000000001,1.1999999999999886,NA,6,4.461538461538462,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,117.4,10,8.799999999999997,9,6,116.8,5.299999999999997,1.1320754716981138,0.0183268,0.7,5,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,149.20000000000002,1.0999999999999943,NA,7,4.0,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,149.75,9,7.5,8,6,149.3,4.599999999999994,1.304347826086958,0.0165064,0.8500000000000001,5,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,317.5,1.3000000000000114,NA,8,4.357142857142857,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,318.15,11,8.0,8,6,317.2,2.0,3.0,0.021520949999999997,1.0,6,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,559.3000000000001,1.099999999999909,NA,9,4.5,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,559.85,16,7.5,16,9,556.0,7.5,1.2,0.030515050000000002,0.75,7,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,572.5,1.8000000000000682,NA,10,4.157894736842105,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,573.4000000000001,20,8.0,20,10,569.1,8.0,1.25,0.039688799999999996,1.2,6,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,602.8,9.5,NA,21,3.3541666666666665,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,607.55,30,9.299999999999955,17,14,607.1,4.7999999999999545,2.9166666666666945,0.0256424,1.5,13,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,1020.3,2.5,NA,20,7.153846153846154,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1021.55,25,8.799999999999955,24,20,1019.6,6.199999999999932,3.2258064516129386,0.02822465,1.7,17,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,1118.2,2.2000000000000455,NA,15,6.391304347826087,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1119.3000000000002,19,6.2000000000000455,16,15,1116.8,3.2000000000000455,4.687499999999933,0.0190319,1.65,15,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,1151.4,2.599999999999909,NA,26,11.148148148148149,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1152.7,34,7.7000000000000455,34,26,1148.0,7.7000000000000455,3.376623376623357,0.0217281,2.3,23,2.5,5.0,0.1
20240708_13,combined,rate,threshold,1,baseline,1186.1,1.900000000000091,NA,10,4.8,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1187.05,19,9.5,16,9,1182.5,5.2000000000000455,1.7307692307692157,0.02332045,1.3,8,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1338.7,1.7000000000000455,NA,9,4.777777777777778,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1339.5500000000002,11,3.099999999999909,11,9,1337.9,3.099999999999909,2.9032258064516983,0.0289427,1.9,8,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1413.8,2.7999999999999545,NA,33,13.413793103448276,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1415.1999999999998,44,9.400000000000091,44,33,1410.6,9.400000000000091,3.5106382978723065,0.03689755,2.05,30,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1458.7,2.3999999999998636,NA,30,12.72,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1459.9,36,9.400000000000091,36,30,1455.0,9.400000000000091,3.191489361702097,0.0265752,1.7,29,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1477.2,1.8999999999998636,NA,14,5.6,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1478.15,22,8.400000000000091,19,13,1477.6,4.400000000000091,2.9545454545453933,0.0347655,1.7,9,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1503.8,2.0,NA,12,4.761904761904762,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1504.8,24,6.5,24,12,1501.1,6.5,1.8461538461538463,0.0290618,2.2,10,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1514.8,1.2999999999999545,NA,11,4.642857142857143,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1515.4499999999998,14,7.0,14,11,1511.7,7.0,1.5714285714285714,0.020225899999999998,1.35,7,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1564.7,2.2000000000000455,NA,28,12.782608695652174,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1565.8000000000002,30,5.599999999999909,29,28,1563.7,2.7999999999999545,10.000000000000162,0.0345842,1.8,27,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1608.0,1.5,NA,8,4.4375,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1608.75,12,7.199999999999818,12,8,1603.9,7.199999999999818,1.1111111111111391,0.030926500000000003,1.35,5,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1630.6,1.7000000000000455,NA,11,4.777777777777778,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1631.4499999999998,17,8.0,17,11,1627.3,8.0,1.375,0.0247935,0.8,9,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1651.4,1.699999999999818,NA,15,5.277777777777778,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1652.25,18,9.900000000000091,18,15,1647.3,9.900000000000091,1.5151515151515011,0.0232087,1.75,10,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1672.9,1.8999999999998636,NA,10,5.65,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1673.85,21,8.5,21,10,1669.2,8.5,1.1764705882352942,0.0243389,1.5,9,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1703.7,1.3999999999998636,NA,14,6.066666666666666,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1704.4,19,8.399999999999864,19,14,1700.9,8.399999999999864,1.6666666666666938,0.0218731,1.0,11,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1715.9,2.2999999999999545,NA,32,14.333333333333334,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1717.0500000000002,39,7.2999999999999545,39,32,1713.0,7.2999999999999545,4.383561643835644,0.0261719,1.8,30,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1731.8,1.7999999999999545,NA,14,6.0,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1732.6999999999998,17,8.5,14,12,1732.3,4.600000000000136,2.608695652173836,0.0175055,1.3,11,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1759.3,2.2000000000000455,NA,21,8.130434782608695,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1760.4,29,9.299999999999955,29,21,1755.9,9.299999999999955,2.258064516129043,0.0301758,1.8,17,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1802.0,1.5,NA,18,5.0625,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1802.75,24,9.799999999999955,24,18,1797.9,9.799999999999955,1.8367346938775595,0.0343112,1.9,11,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1811.3,5.7999999999999545,NA,16,2.8135593220338984,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1814.1999999999998,22,8.799999999999955,22,16,1809.7,8.799999999999955,1.8181818181818277,0.03721545,0.8,9,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1825.3,1.900000000000091,NA,15,5.75,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1826.25,17,9.100000000000136,16,15,1824.0,6.400000000000091,2.3437499999999667,0.048244850000000006,1.9,11,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1859.8,3.1000000000001364,NA,33,15.46875,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1861.35,46,4.699999999999818,45,33,1860.4,1.7999999999999545,18.333333333333798,0.0363488,2.1,33,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1883.1999999999998,2.300000000000182,NA,16,7.625,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1884.35,23,9.799999999999955,22,16,1883.3,6.0,2.6666666666666665,0.04642705,2.1,14,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1902.4,1.699999999999818,NA,10,3.6666666666666665,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1903.25,18,9.799999999999955,18,10,1898.4,9.799999999999955,1.0204081632653108,0.03857855,1.2,7,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1957.9,11.0,NA,30,6.918918918918919,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1963.4,69,10.0,51,30,1958.5,3.2999999999999545,9.090909090909216,0.0638887,2.5,30,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,1983.1,14.400000000000091,NA,24,3.2896551724137932,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,1990.3,44,14.0,44,24,1983.2,14.0,1.7142857142857142,0.0518107,1.7,14,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2025.5,10.700000000000045,NA,18,2.5,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2030.85,25,10.200000000000045,14,13,2025.5,4.2999999999999545,3.0232558139535204,0.03090685,1.95,12,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2045.5,14.900000000000091,NA,22,3.46,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2052.95,47,13.700000000000045,29,21,2052.9,7.099999999999909,2.9577464788732772,0.0452942,1.7,15,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2068.8,27.699999999999818,NA,32,3.4748201438848922,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2082.65,88,26.90000000000009,28,23,2075.3,3.699999999999818,6.216216216216522,0.04220055,1.75,22,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2124.9,9.099999999999909,NA,18,2.5869565217391304,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2129.45,22,8.5,12,11,2129.8,4.099999999999909,2.6829268292683524,0.037618650000000003,1.6,10,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2154.6,2.400000000000091,NA,18,8.24,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2155.8,19,1.6000000000003638,19,18,2155.2,1.6000000000003638,11.249999999997442,0.0216992,1.9,18,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2185.6,2.300000000000182,NA,27,13.75,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2186.75,33,8.400000000000091,32,27,2183.0,4.699999999999818,5.744680851064052,0.0269169,1.9,26,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2200.2,1.900000000000091,NA,9,4.4,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2201.1499999999996,9,4.199999999999818,8,8,2200.9,0.599999999999909,13.333333333335354,0.0153203,1.8,8,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2214.3,2.599999999999909,NA,22,10.74074074074074,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2215.6000000000004,28,3.900000000000091,28,22,2213.0,3.900000000000091,5.641025641025509,0.02338615,1.95,22,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2243.5,2.5,NA,31,12.307692307692308,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2244.75,34,9.400000000000091,33,31,2240.2,5.5,5.636363636363637,0.0340652,1.9,29,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2276.1,2.300000000000182,NA,31,14.208333333333334,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2277.25,34,5.299999999999727,34,31,2272.3,5.299999999999727,5.849056603773886,0.053453799999999996,2.1,30,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2291.3,3.399999999999636,NA,26,12.485714285714286,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2293.0,43,8.300000000000182,41,26,2291.5,4.800000000000182,5.416666666666462,0.0481599,2.1,25,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2333.5,1.599999999999909,NA,7,4.588235294117647,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2334.3,11,9.699999999999818,8,5,2333.8,1.2999999999997272,3.8461538461546536,0.0884683,1.4,5,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2351.3,2.299999999999727,NA,21,10.708333333333334,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2352.45,24,1.699999999999818,24,21,2351.5,1.699999999999818,12.35294117647191,0.06097785,2.25,21,2.5,5.0,0.1
20240708_13,combined,rate,threshold,2,SB222200,2366.0,2.199999999999818,NA,15,7.956521739130435,intra_event_event_rate_hz,0.1,20240708,38,MALE,34,38,2367.1,19,4.800000000000182,18,14,2365.5,1.900000000000091,7.368421052631226,0.05306165,2.4,14,2.5,5.0,0.1
20240708_13,combined,coact,threshold,1,baseline,61.6,1.3999999999999986,tightness,10,5.602484820578401,coactivity_z,0.1,20240708,38,MALE,34,38,62.3,14,7.800000000000004,13,10,61.6,4.800000000000004,2.0833333333333317,0.0176386,0.7,7,2.5,5.0,0.1
20240708_13,combined,coact,threshold,1,baseline,602.6,9.299999999999955,tightness,21,7.686565307514971,coactivity_z,0.1,20240708,38,MALE,34,38,607.25,30,9.299999999999955,17,14,607.1,4.7999999999999545,2.9166666666666945,0.0256424,1.5,13,2.5,5.0,0.1
20240708_13,combined,coact,threshold,1,baseline,1019.6,3.2999999999999545,tightness,20,11.78502956755701,coactivity_z,0.1,20240708,38,MALE,34,38,1021.25,25,8.799999999999955,24,20,1019.6,6.199999999999932,3.2258064516129386,0.02822465,1.7,17,2.5,5.0,0.1
20240708_13,combined,coact,threshold,1,baseline,1117.7,2.2999999999999545,tightness,15,7.601083757146581,coactivity_z,0.1,20240708,38,MALE,34,38,1118.85,20,9.0,16,15,1116.8,3.2000000000000455,4.687499999999933,0.0190319,1.65,15,2.5,5.0,0.1
20240708_13,combined,coact,threshold,1,baseline,1150.8,2.900000000000091,tightness,26,15.466762229349257,coactivity_z,0.1,20240708,38,MALE,34,38,1152.25,35,8.299999999999955,35,26,1147.4,8.299999999999955,3.132530120481945,0.020866,2.3,23,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1337.9,3.099999999999909,tightness,9,5.264467635644884,coactivity_z,0.1,20240708,38,MALE,34,38,1339.45,11,3.099999999999909,11,9,1337.9,3.099999999999909,2.9032258064516983,0.0289427,1.9,8,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1413.2,3.099999999999909,tightness,33,20.85271111470185,coactivity_z,0.1,20240708,38,MALE,34,38,1414.75,43,7.400000000000091,43,33,1410.6,7.400000000000091,4.459459459459405,0.0358669,2.1,30,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1459.2,1.5,tightness,30,16.92967077348373,coactivity_z,0.1,20240708,38,MALE,34,38,1459.95,36,9.400000000000091,36,30,1455.0,9.400000000000091,3.191489361702097,0.0265752,1.7,29,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1503.0,1.900000000000091,tightness,13,4.879246672877398,coactivity_z,0.1,20240708,38,MALE,34,38,1503.95,25,8.099999999999909,25,13,1499.5,8.099999999999909,1.6049382716049563,0.0300167,2.2,10,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1563.7,2.7999999999999545,tightness,28,18.422729873403174,coactivity_z,0.1,20240708,38,MALE,34,38,1565.1,30,5.599999999999909,29,28,1563.7,2.7999999999999545,10.000000000000162,0.0345842,1.8,27,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1630.6,1.7000000000000455,tightness,11,4.616258108608238,coactivity_z,0.1,20240708,38,MALE,34,38,1631.4499999999998,17,8.0,17,11,1627.3,8.0,1.375,0.0247935,0.8,9,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1650.6,2.2000000000000455,tightness,15,4.380151414356505,coactivity_z,0.1,20240708,38,MALE,34,38,1651.6999999999998,17,9.799999999999955,17,15,1646.8,9.799999999999955,1.5306122448979662,0.0242024,1.7,10,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1716.5,2.0,tightness,32,17.71866281587163,coactivity_z,0.1,20240708,38,MALE,34,38,1717.5,39,7.2999999999999545,39,32,1713.0,7.2999999999999545,4.383561643835644,0.0261719,1.8,30,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1758.8,2.2999999999999545,tightness,21,8.043996492262174,coactivity_z,0.1,20240708,38,MALE,34,38,1759.9499999999998,28,8.299999999999955,28,21,1755.9,8.299999999999955,2.5301204819277245,0.030127849999999998,1.8,17,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1825.7,1.3999999999998636,tightness,15,4.839594737415259,coactivity_z,0.1,20240708,38,MALE,34,38,1826.4,16,6.400000000000091,16,15,1824.0,6.400000000000091,2.3437499999999667,0.048244850000000006,1.9,11,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1860.4,1.7999999999999545,tightness,33,19.825735685678822,coactivity_z,0.1,20240708,38,MALE,34,38,1861.3000000000002,46,4.699999999999818,45,33,1860.4,1.7999999999999545,18.333333333333798,0.0363488,2.1,33,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1883.3,1.900000000000091,tightness,16,7.352265910860094,coactivity_z,0.1,20240708,38,MALE,34,38,1884.25,22,9.0,21,16,1883.3,5.2000000000000455,3.07692307692305,0.0478208,2.1,14,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1957.6,11.600000000000136,tightness,30,18.766887414308282,coactivity_z,0.1,20240708,38,MALE,34,38,1963.4,72,11.600000000000136,52,30,1957.6,4.2000000000000455,7.142857142857065,0.06165470000000001,2.5,30,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,1994.6,2.6000000000001364,tightness,14,5.524482141821054,coactivity_z,0.1,20240708,38,MALE,34,38,1995.9,23,8.5,22,14,1991.4,5.7999999999999545,2.413793103448295,0.08061835,2.1,14,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2025.5,1.599999999999909,tightness,16,4.917822849797725,coactivity_z,0.1,20240708,38,MALE,34,38,2026.3,18,8.099999999999909,18,16,2021.7,8.099999999999909,1.9753086419753307,0.032512849999999996,1.9,12,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2046.3,14.399999999999864,tightness,22,6.794971642529576,coactivity_z,0.1,20240708,38,MALE,34,38,2053.5,48,14.399999999999864,30,21,2052.9,7.799999999999727,2.6923076923077867,0.04461935,1.7,15,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2068.1,20.0,tightness,32,11.01579684246905,coactivity_z,0.1,20240708,38,MALE,34,38,2078.1,72,20.0,28,23,2075.3,3.699999999999818,6.216216216216522,0.04220055,1.75,22,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2094.8,2.0,tightness,12,4.323363267716337,coactivity_z,0.1,20240708,38,MALE,34,38,2095.8,20,6.400000000000091,20,12,2091.6,6.400000000000091,1.8749999999999734,0.05087125,2.7,11,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2125.4,8.5,tightness,18,5.098564377192826,coactivity_z,0.1,20240708,38,MALE,34,38,2129.65,22,8.5,12,11,2129.8,4.099999999999909,2.6829268292683524,0.037618650000000003,1.6,10,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2155.2,1.6000000000003638,tightness,18,11.710931686455872,coactivity_z,0.1,20240708,38,MALE,34,38,2156.0,19,1.6000000000003638,19,18,2155.2,1.6000000000003638,11.249999999997442,0.0216992,1.9,18,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2185.4,2.299999999999727,tightness,27,16.039329107834924,coactivity_z,0.1,20240708,38,MALE,34,38,2186.55,33,8.400000000000091,32,27,2183.0,4.699999999999818,5.744680851064052,0.0269169,1.9,26,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2214.6,2.300000000000182,tightness,22,13.476625317196998,coactivity_z,0.1,20240708,38,MALE,34,38,2215.75,28,3.900000000000091,28,22,2213.0,3.900000000000091,5.641025641025509,0.02338615,1.95,22,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2243.3,2.399999999999636,tightness,31,16.32404588081831,coactivity_z,0.1,20240708,38,MALE,34,38,2244.5,33,5.5,33,31,2240.2,5.5,5.636363636363637,0.0340652,1.9,29,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2276.9,0.6999999999998181,tightness,31,21.272087854788822,coactivity_z,0.1,20240708,38,MALE,34,38,2277.25,34,5.299999999999727,34,31,2272.3,5.299999999999727,5.849056603773886,0.053453799999999996,2.1,30,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2291.5,2.699999999999818,tightness,26,14.82984063924622,coactivity_z,0.1,20240708,38,MALE,34,38,2292.85,44,8.400000000000091,41,26,2291.5,4.800000000000182,5.416666666666462,0.0481599,2.1,25,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2351.5,1.699999999999818,tightness,21,15.245810358735376,coactivity_z,0.1,20240708,38,MALE,34,38,2352.35,24,1.699999999999818,24,21,2351.5,1.699999999999818,12.35294117647191,0.06097785,2.25,21,2.5,5.0,0.1
20240708_13,combined,coact,threshold,2,SB222200,2365.5,1.900000000000091,tightness,15,11.22204905214764,coactivity_z,0.1,20240708,38,MALE,34,38,2366.45,19,4.800000000000182,18,14,2365.5,1.900000000000091,7.368421052631226,0.05306165,2.4,14,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,61.6,0.3999999999999986,tightness,10,4.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,61.8,14,7.800000000000004,13,10,61.6,4.800000000000004,2.0833333333333317,0.0176386,0.7,7,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,116.8,0.4000000000000057,tightness,6,4.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,117.0,9,6.5,8,6,116.8,3.0,2.0,0.01808095,0.6499999999999999,5,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,603.5,8.200000000000045,tightness,21,10.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,607.6,30,9.299999999999955,17,14,607.1,4.7999999999999545,2.9166666666666945,0.0256424,1.5,13,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,1021.3,0.6000000000000227,tightness,20,9.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1021.5999999999999,25,8.799999999999955,24,20,1019.6,6.199999999999932,3.2258064516129386,0.02822465,1.7,17,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,1118.9,0.6999999999998181,tightness,15,8.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1119.25,19,6.2000000000000455,16,15,1116.8,3.2000000000000455,4.687499999999933,0.0190319,1.65,15,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,1152.0,1.0,tightness,26,17.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1152.5,34,7.7000000000000455,34,26,1148.0,7.7000000000000455,3.376623376623357,0.0217281,2.3,23,2.5,5.0,0.1
20240708_13,combined,loco,threshold,1,baseline,1187.0,0.40000000000009095,tightness,10,5.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1187.2,19,9.5,16,9,1182.5,5.2000000000000455,1.7307692307692157,0.02332045,1.3,8,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1339.3,0.40000000000009095,tightness,9,5.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1339.5,11,3.099999999999909,11,9,1337.9,3.099999999999909,2.9032258064516983,0.0289427,1.9,8,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1414.5,1.2999999999999545,tightness,33,20.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1415.15,44,9.400000000000091,44,33,1410.6,9.400000000000091,3.5106382978723065,0.03689755,2.05,30,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1459.4,0.8999999999998636,tightness,30,22.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1459.85,36,9.400000000000091,36,30,1455.0,9.400000000000091,3.191489361702097,0.0265752,1.7,29,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1477.8,0.40000000000009095,tightness,14,5.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1478.0,22,8.400000000000091,19,13,1477.6,4.400000000000091,2.9545454545453933,0.0347655,1.7,9,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1552.2,0.20000000000004547,tightness,10,5.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1552.3000000000002,11,9.699999999999818,10,9,1550.4,6.699999999999818,1.3432835820895888,0.01986575,0.8,7,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1565.4,0.8999999999998636,tightness,28,20.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1565.85,30,5.599999999999909,29,28,1563.7,2.7999999999999545,10.000000000000162,0.0345842,1.8,27,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1652.0,0.40000000000009095,tightness,15,7.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1652.2,18,9.900000000000091,18,15,1647.3,9.900000000000091,1.5151515151515011,0.0232087,1.75,10,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1716.5,1.099999999999909,tightness,32,23.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1717.05,39,7.2999999999999545,39,32,1713.0,7.2999999999999545,4.383561643835644,0.0261719,1.8,30,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1732.3,0.7000000000000455,tightness,14,7.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1732.65,17,8.5,14,12,1732.3,4.600000000000136,2.608695652173836,0.0175055,1.3,11,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1760.1,0.7000000000000455,tightness,21,13.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1760.4499999999998,29,9.299999999999955,29,21,1755.9,9.299999999999955,2.258064516129043,0.0301758,1.8,17,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1826.0,0.599999999999909,tightness,15,7.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1826.3,17,9.100000000000136,16,15,1824.0,6.400000000000091,2.3437499999999667,0.048244850000000006,1.9,11,2.5,5.0,0.1
20240708_13,combined,loco,threshold,2,SB222200,1860.4,1.7999999999999545,tightness,33,19.0,local_coincidence_coactivity,0.1,20240708,38,MALE,34,38,1861.3000000000002,46,4.699999999999818,45,33,1860.4,1.7999999999999545,18.333333333333798,0.0363488,2.1,33,2.5,5.0,0.1
